centro;nombre_centro;ensena;poblacion;fecha;albaran;comentarios;portes;total_con_iva
172;GOYA;MOTORTOWN;MADRID;2026-08-01;27564;;0;7.89
172;GOYA;MOTORTOWN;MADRID;2026-08-01;48235;;0;6.70
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-01;57134;;0;30.49
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-01;57140;;0;69.91
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-01;57177;;0;26.74
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57141;;0;5.58
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57154;;0;-194.60
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57155;;0;-472.78
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57157;;0;-187.49
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57158;;0;10.07
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57159;;0;27.53
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57182;;0;68.07
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-01;57190;;0;111.60
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-01;48229;;0;78.40
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-01;48239;;0;46.55
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-01;48249;;0;6.51
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-01;48261;;0;10.24
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-01;27565;;0;16.26
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-01;48248;;0;37.78
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-01;41506;;0;11.19
21;LEGANES;AURGI;LEGANES;2026-08-01;21478;;0;14.30
21;LEGANES;AURGI;LEGANES;2026-08-01;21484;;0;33.87
21;LEGANES;AURGI;LEGANES;2026-08-01;21488;;0;5.81
21;LEGANES;AURGI;LEGANES;2026-08-01;21489;;0;11.54
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-01;69521;;0;5.34
23;SAN SEBASTIAN;AURGI;SS REYES;2026-08-01;57127;;0;13.94
23;SAN SEBASTIAN;AURGI;SS REYES;2026-08-01;57178;;0;12.89
24;PINTO;AURGI;PINTO;2026-08-01;28272;;0;28.57
24;PINTO;AURGI;PINTO;2026-08-01;28275;;0;21.65
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-01;69491;;0;10.67
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-01;69493;;0;15.42
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-01;69524;;0;10.84
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-01;69526;;0;79.16
40;VALLECAS;AURGI;MADRID;2026-08-01;29737;;0;78.63
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-01;22683;;0;38.32
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-01;22685;;0;20.84
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-01;22687;;0;25.75
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-01;22691;;0;5.81
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-01;55524;;0;104.42
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-01;55537;;0;21.57
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-01;55539;;0;20.45
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-01;41599;;0;21.05
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-01;48225;;0;21.05
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-01;48238;;0;10.78
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-01;57148;;0;-1.17
58;MOSTOLES;AURGI;MOSTOLES;2026-08-01;36480;;0;72.38
58;MOSTOLES;AURGI;MOSTOLES;2026-08-01;36483;;0;74.90
59;VALDEMORO;AURGI;VALDEMORO;2026-08-01;20885;;0;48.48
59;VALDEMORO;AURGI;VALDEMORO;2026-08-01;28261;;0;19.40
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41457;;0;-223.69
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41470;;0;7.27
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41480;;0;25.26
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41481;;0;6.51
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41496;;0;36.46
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41497;;0;43.79
61;ALCORCON;AURGI;ALCORCON;2026-08-01;41501;;0;75.30
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-01;48228;;0;31.17
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-01;48241;;0;21.27
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-01;48244;;0;30.67
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-01;48246;;0;-30.67
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-01;48247;;0;10.65
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34140;;0;6.51
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34141;;0;89.81
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34142;;0;184.23
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34143;;0;77.33
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34145;;0;10.78
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34146;;0;7.72
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-01;34151;;0;49.05
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-01;70155;;0;68.98
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-01;70157;;0;8.81
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-01;34616;;0;4.57
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-01;34617;;0;14.77
89;LA VAGUADA;AURGI;MADRID;2026-08-01;57166;;0;10.77
89;LA VAGUADA;AURGI;MADRID;2026-08-01;57167;;0;12.10
89;LA VAGUADA;AURGI;MADRID;2026-08-01;57176;;0;51.76
89;LA VAGUADA;AURGI;MADRID;2026-08-01;57184;;0;38.12
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-02;57196;;0;5.28
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-02;57200;;0;5.83
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-02;57203;;0;8.03
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-02;57206;;0;19.99
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-02;22502;;0;27.95
154;ALUCHE;AURGI;MADRID;2026-08-03;34659;;0;50.15
154;ALUCHE;AURGI;MADRID;2026-08-03;34663;;0;6.07
154;ALUCHE;AURGI;MADRID;2026-08-03;34664;;0;9.22
154;ALUCHE;AURGI;MADRID;2026-08-03;34694;;0;26.37
154;ALUCHE;AURGI;MADRID;2026-08-03;34708;;0;78.94
154;ALUCHE;AURGI;MADRID;2026-08-03;34844;;0;17.40
172;GOYA;MOTORTOWN;MADRID;2026-08-03;18688;;0;26.33
172;GOYA;MOTORTOWN;MADRID;2026-08-03;27792;;0;23.40
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-03;27649;;0;5.32
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-03;27692;;0;11.23
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-03;27722;;0;8.45
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-03;27734;;0;95.19
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57219;;0;141.28
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57249;;0;149.47
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57251;;0;7.21
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57292;;0;33.64
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57304;;0;27.81
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57305;;0;11.66
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57365;;0;10.84
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57378;;0;11.37
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57392;;0;9.87
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57406;;0;8.06
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57434;;0;31.18
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57555;;0;39.29
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-03;57565;;0;19.81
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-03;48565;;0;14.96
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-03;27644;;0;129.25
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-03;27646;;0;10.84
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-03;27797;;0;126.36
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-03;27824;;0;29.43
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-03;41594;;0;28.73
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-03;41668;;0;13.19
21;LEGANES;AURGI;LEGANES;2026-08-03;21717;;0;22.22
21;LEGANES;AURGI;LEGANES;2026-08-03;21788;;0;32.49
21;LEGANES;AURGI;LEGANES;2026-08-03;21882;;0;55.01
21;LEGANES;AURGI;LEGANES;2026-08-03;21883;;0;55.01
21;LEGANES;AURGI;LEGANES;2026-08-03;21953;;0;24.97
21;LEGANES;AURGI;LEGANES;2026-08-03;21984;;0;6.34
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22564;;0;87.94
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22572;;0;24.37
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22584;;0;53.92
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22605;;0;-246.32
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22606;;0;-91.33
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22609;;0;33.72
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22610;;0;26.11
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22611;;0;-33.72
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-03;22624;;0;24.37
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21670;;0;32.20
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21671;;0;5.15
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21672;;0;13.53
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21835;;0;9.89
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21892;;0;14.29
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21906;;0;19.97
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21942;;0;7.82
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21993;;0;72.77
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;21994;;0;26.80
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-03;22002;;0;13.53
224;TALAVERA;MOTORTOWN;TALAVERA;2026-08-03;25330;;0;32.94
23;SAN SEBASTIAN;AURGI;SS REYES;2026-08-03;57237;;0;12.09
24;PINTO;AURGI;PINTO;2026-08-03;28393;;0;29.97
24;PINTO;AURGI;PINTO;2026-08-03;28442;;0;18.76
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69578;;0;6.27
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69598;;0;24.07
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69603;;0;12.77
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69636;;0;143.31
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69801;;0;85.75
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69860;;0;64.57
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69879;;0;7.05
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69881;;0;192.46
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69960;;0;22.74
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69978;;0;-79.81
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69995;;0;-82.41
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-03;69997;;0;26.64
40;VALLECAS;AURGI;MADRID;2026-08-03;29745;;0;92.21
40;VALLECAS;AURGI;MADRID;2026-08-03;29746;;0;25.54
40;VALLECAS;AURGI;MADRID;2026-08-03;29747;;0;7.21
40;VALLECAS;AURGI;MADRID;2026-08-03;29748;;0;41.08
40;VALLECAS;AURGI;MADRID;2026-08-03;29759;;0;86.25
40;VALLECAS;AURGI;MADRID;2026-08-03;29793;;0;103.94
40;VALLECAS;AURGI;MADRID;2026-08-03;29803;;0;8.41
40;VALLECAS;AURGI;MADRID;2026-08-03;29898;;0;16.13
40;VALLECAS;AURGI;MADRID;2026-08-03;29914;;0;28.17
40;VALLECAS;AURGI;MADRID;2026-08-03;29923;;0;27.32
40;VALLECAS;AURGI;MADRID;2026-08-03;29939;;0;23.45
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22708;;0;9.79
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22721;;0;7.79
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22728;;0;7.62
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22742;;0;6.33
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22743;;0;5.22
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22749;;0;23.41
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22762;;0;10.78
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22793;;0;12.81
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22794;;0;9.89
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22795;;0;9.79
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22811;;0;4.38
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22815;;0;10.14
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22819;;0;11.20
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22838;;0;14.36
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22839;;0;5.36
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22840;;0;5.61
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22851;;0;29.86
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-03;22866;;0;5.81
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-03;15279;;0;4.72
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-03;15298;;0;25.46
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-03;15327;;0;-170.91
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55620;;0;32.04
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55639;;0;29.69
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55647;;0;137.65
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55664;;0;10.88
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55675;;0;27.49
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55681;;0;-31.74
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55684;;0;4.99
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55755;;0;135.83
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55759;;0;14.30
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55776;;0;13.79
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55783;;0;10.35
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55791;;0;2.59
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55847;;0;25.25
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55850;;0;54.98
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55852;;0;16.27
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55906;;0;16.94
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55926;;0;50.57
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55932;;0;21.70
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55943;;0;30.93
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55957;;0;16.21
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55966;;0;59.46
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;55972;;0;28.17
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-03;69907;;0;13.21
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-03;41617;;0;-21.05
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-03;48465;;0;10.89
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-03;48478;;0;64.29
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-03;48534;;0;10.43
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-03;48636;;0;22.70
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-03;48641;;0;70.48
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-03;57277;;0;14.10
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-03;57397;;0;17.33
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-03;57526;;0;34.69
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-03;57547;;0;7.05
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36512;;0;8.11
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36551;;0;5.81
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36598;;0;8.71
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36618;;0;32.34
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36654;;0;77.40
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36663;;0;13.01
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36664;;0;22.14
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36670;;0;74.90
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36741;;0;50.17
58;MOSTOLES;AURGI;MOSTOLES;2026-08-03;36765;;0;13.85
59;VALDEMORO;AURGI;VALDEMORO;2026-08-03;20888;;0;19.40
59;VALDEMORO;AURGI;VALDEMORO;2026-08-03;20943;;0;18.97
59;VALDEMORO;AURGI;VALDEMORO;2026-08-03;20986;;0;29.43
59;VALDEMORO;AURGI;VALDEMORO;2026-08-03;21019;;0;14.65
59;VALDEMORO;AURGI;VALDEMORO;2026-08-03;21040;;0;22.97
59;VALDEMORO;AURGI;VALDEMORO;2026-08-03;21053;;0;25.30
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41538;;0;60.11
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41667;;0;98.66
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41697;;0;15.89
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41705;;0;20.98
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41706;;0;27.95
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41738;;0;52.76
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41744;;0;8.55
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41759;;0;150.43
61;ALCORCON;AURGI;ALCORCON;2026-08-03;41794;;0;36.49
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27582;;0;21.62
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27619;;0;6.62
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27629;;0;46.89
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27631;;0;14.76
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27719;;0;15.42
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27730;;0;14.04
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27731;;0;21.72
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27763;;0;11.06
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27800;;0;39.30
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-03;27812;;0;27.10
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-03;18691;;0;29.05
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-03;27709;;0;7.05
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34182;;0;7.05
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34218;;0;53.60
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34258;;0;187.78
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34275;;0;93.50
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34282;;0;33.78
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34299;;0;31.62
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34300;;0;12.31
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34305;;0;17.82
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34358;;0;-343.76
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34360;;0;0
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-03;34388;;0;37.64
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70311;;0;12.15
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70437;;0;12.15
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70453;;0;7.74
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70502;;0;20.97
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70536;;0;48.57
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70619;;0;14.99
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-03;70675;;0;40.92
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34692;;0;33.84
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34747;;0;25.39
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34766;;0;79.29
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34770;;0;10.83
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34807;;0;100.67
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34815;;0;12.16
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-03;34817;;0;-16.02
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27636;;0;3.97
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27656;;0;43.16
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27681;;0;12.31
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27689;;0;32.80
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27693;;0;10.84
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27705;;0;193.10
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27711;;0;8.03
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27730;;0;26.09
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27759;;0;44.65
89;LA VAGUADA;AURGI;MADRID;2026-08-03;27781;;0;21.96
89;LA VAGUADA;AURGI;MADRID;2026-08-03;57230;;0;28.31
89;LA VAGUADA;AURGI;MADRID;2026-08-03;57231;;0;-22.26
89;LA VAGUADA;AURGI;MADRID;2026-08-03;57310;;0;18.97
154;ALUCHE;AURGI;MADRID;2026-08-04;34927;;0;40.41
154;ALUCHE;AURGI;MADRID;2026-08-04;34954;;0;6.70
172;GOYA;MOTORTOWN;MADRID;2026-08-04;27863;;0;149.00
172;GOYA;MOTORTOWN;MADRID;2026-08-04;27880;;0;149.00
172;GOYA;MOTORTOWN;MADRID;2026-08-04;27885;;0;-149.00
172;GOYA;MOTORTOWN;MADRID;2026-08-04;27888;;0;-27.54
172;GOYA;MOTORTOWN;MADRID;2026-08-04;27916;;0;37.58
172;GOYA;MOTORTOWN;MADRID;2026-08-04;27993;;0;90.40
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27804;;0;33.36
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27805;;0;18.60
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27828;;0;74.66
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27835;;0;9.79
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27836;;0;27.89
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27871;;0;19.98
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27874;;0;81.77
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27909;;0;23.98
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;27911;;0;17.88
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-04;57630;;0;13.90
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57632;;0;29.51
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57642;;0;84.77
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57690;;0;10.74
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57693;;0;4.72
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57697;;0;37.13
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57706;;0;61.73
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57709;;0;6.33
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57714;;0;8.03
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57718;;0;3.97
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57727;;0;360.37
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57731;;0;7.79
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57766;;0;-29.57
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57768;;0;23.23
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57781;;0;96.28
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57786;;0;30.32
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-04;57788;;0;37.91
