centro;nombre_centro;ensena;poblacion;fecha;albaran;comentarios;portes;total_con_iva
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-06;28530;;0;10.14
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-06;28563;;0;55.65
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-06;18715;;0;11.92
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-06;28495;;0;8.71
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-06;28548;;0;43.61
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34827;;0;21.51
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34861;;0;7.24
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34898;;0;12.48
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34903;;0;30.35
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34926;;0;-136.33
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34949;;0;89.81
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-06;34950;;0;125.46
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-06;71662;;0;13.37
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-06;71985;;0;5.36
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-06;72025;;0;10.62
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-06;18476;;0;33.30
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-06;19036;;0;-89.26
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-06;21168;;0;31.38
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-06;35371;;0;10.89
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-06;35474;;0;60.23
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28155;;0;15.54
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28175;;0;33.15
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28181;;0;11.02
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28197;;0;12.69
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28207;;0;23.99
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28210;;0;26.21
89;LA VAGUADA;AURGI;MADRID;2026-08-06;28224;;0;28.57
154;ALUCHE;AURGI;MADRID;2026-08-07;35112;;0;18.90
154;ALUCHE;AURGI;MADRID;2026-08-07;35509;;0;51.85
172;GOYA;MOTORTOWN;MADRID;2026-08-07;28649;;0;31.12
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-07;28227;;0;65.95
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-07;28258;;0;22.84
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-07;28264;;0;185.09
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-07;28265;;0;276.00
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-07;28271;;0;181.48
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-07;28297;;0;69.32
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58599;;0;2.12
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58639;;0;22.93
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58642;;0;66.55
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58657;;0;-234.51
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58687;;0;8.83
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58701;;0;3.97
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58726;;0;40.46
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-07;58816;;0;16.24
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-07;49465;;0;77.88
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-07;49480;;0;56.05
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-07;49485;;0;7.56
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-07;49498;;0;167.97
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-07;49517;;0;33.43
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-07;28578;;0;20.28
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-07;28657;;0;22.34
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-07;28664;;0;6.46
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-07;28699;;0;236.68
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-07;28714;;0;12.40
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-07;42593;;0;28.27
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-07;42640;;0;7.80
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-07;42741;;0;35.50
21;LEGANES;AURGI;LEGANES;2026-08-07;22819;;0;-405.05
21;LEGANES;AURGI;LEGANES;2026-08-07;22820;;0;-451.17
21;LEGANES;AURGI;LEGANES;2026-08-07;22821;;0;7.09
21;LEGANES;AURGI;LEGANES;2026-08-07;22830;;0;8.45
21;LEGANES;AURGI;LEGANES;2026-08-07;22842;;0;33.15
21;LEGANES;AURGI;LEGANES;2026-08-07;22855;;0;8.03
21;LEGANES;AURGI;LEGANES;2026-08-07;22884;;0;27.95
21;LEGANES;AURGI;LEGANES;2026-08-07;22894;;0;-26.87
21;LEGANES;AURGI;LEGANES;2026-08-07;22939;;0;16.89
21;LEGANES;AURGI;LEGANES;2026-08-07;22953;;0;63.37
21;LEGANES;AURGI;LEGANES;2026-08-07;22961;;0;13.43
21;LEGANES;AURGI;LEGANES;2026-08-07;22966;;0;-13.43
21;LEGANES;AURGI;LEGANES;2026-08-07;22968;;0;13.37
21;LEGANES;AURGI;LEGANES;2026-08-07;22976;;0;55.27
21;LEGANES;AURGI;LEGANES;2026-08-07;22982;;0;43.63
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-07;23028;;0;73.19
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-07;23056;;0;33.15
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-07;23058;;0;36.11
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-07;23087;;0;13.13
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-07;23091;;0;22.07
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22847;;0;224.68
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22851;;0;39.89
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22877;;0;34.65
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22895;;0;-85.44
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22921;;0;6.97
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22936;;0;21.05
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22954;;0;6.97
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-07;22978;;0;32.26
24;PINTO;AURGI;PINTO;2026-08-07;29041;;0;21.91
24;PINTO;AURGI;PINTO;2026-08-07;29056;;0;43.79
24;PINTO;AURGI;PINTO;2026-08-07;29098;;0;36.31
24;PINTO;AURGI;PINTO;2026-08-07;29111;;0;-38.01
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71394;;0;5.42
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71405;;0;-5.42
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71411;;0;10.42
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71445;;0;12.04
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71485;;0;7.85
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71491;;0;9.16
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71497;;0;148.33
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71499;;0;10.43
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-07;71505;;0;100.48
40;VALLECAS;AURGI;MADRID;2026-08-07;30610;;0;7.05
40;VALLECAS;AURGI;MADRID;2026-08-07;30611;;0;7.05
40;VALLECAS;AURGI;MADRID;2026-08-07;30646;;0;11.37
40;VALLECAS;AURGI;MADRID;2026-08-07;30653;;0;93.50
40;VALLECAS;AURGI;MADRID;2026-08-07;30691;;0;7.05
40;VALLECAS;AURGI;MADRID;2026-08-07;30693;;0;25.63
40;VALLECAS;AURGI;MADRID;2026-08-07;30694;;0;30.47
40;VALLECAS;AURGI;MADRID;2026-08-07;30720;;0;-578.03
40;VALLECAS;AURGI;MADRID;2026-08-07;30725;;0;7.05
40;VALLECAS;AURGI;MADRID;2026-08-07;30732;;0;46.94
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-07;23305;;0;28.99
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-07;23310;;0;4.53
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-07;23328;;0;6.33
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-07;23341;;0;41.93
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-07;23351;;0;84.10
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-07;23359;;0;9.50
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15704;;0;11.54
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15714;;0;15.55
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15748;;0;11.07
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15750;;0;93.24
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15751;;0;11.31
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15756;;0;-93.24
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15757;;0;9.79
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15758;;0;7.41
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15759;;0;59.01
53;RIVAS;AURGI;RIVAS VACIAMADRID;2026-08-07;15760;;0;-43.22
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57198;;0;37.23
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57232;;0;1.54
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57274;;0;19.00
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57280;;0;14.10
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57286;;0;14.71
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57294;;0;41.81
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57317;;0;93.51
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57353;;0;15.77
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57367;;0;69.02
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57373;;0;16.93
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57376;;0;14.30
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57391;;0;73.51
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;57400;;0;14.10
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-07;71386;;0;30.37
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49456;;0;31.24
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49457;;0;11.83
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49458;;0;6.96
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49460;;0;12.77
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49463;;0;65.70
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49473;;0;102.45
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49474;;0;47.52
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49475;;0;-47.52
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49495;;0;-78.41
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49523;;0;29.32
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49528;;0;8.86
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-07;49529;;0;11.50
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-07;58631;;0;7.05
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-07;58644;;0;14.10
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-07;58731;;0;5.49
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-07;58738;;0;6.86
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-07;58756;;0;9.03
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-07;58809;;0;7.05
58;MOSTOLES;AURGI;MOSTOLES;2026-08-07;37549;;0;30.77
58;MOSTOLES;AURGI;MOSTOLES;2026-08-07;37554;;0;30.25
58;MOSTOLES;AURGI;MOSTOLES;2026-08-07;37556;;0;9.26
58;MOSTOLES;AURGI;MOSTOLES;2026-08-07;37580;;0;10.29
58;MOSTOLES;AURGI;MOSTOLES;2026-08-07;37588;;0;8.74
58;MOSTOLES;AURGI;MOSTOLES;2026-08-07;37592;;0;-178.57
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21463;;0;60.80
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21467;;0;65.95
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21468;;0;-65.95
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21479;;0;28.57
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21521;;0;-344.39
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21561;;0;25.51
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21573;;0;11.72
59;VALDEMORO;AURGI;VALDEMORO;2026-08-07;21574;;0;113.29
61;ALCORCON;AURGI;ALCORCON;2026-08-07;42589;;0;24.88
61;ALCORCON;AURGI;ALCORCON;2026-08-07;42678;;0;197.33
61;ALCORCON;AURGI;ALCORCON;2026-08-07;42679;;0;13.60
61;ALCORCON;AURGI;ALCORCON;2026-08-07;42705;;0;17.97
61;ALCORCON;AURGI;ALCORCON;2026-08-07;42738;;0;32.50
61;ALCORCON;AURGI;ALCORCON;2026-08-07;42739;;0;-185.87
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28580;;0;7.49
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28628;;0;9.41
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28645;;0;6.33
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28668;;0;27.70
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28696;;0;42.63
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28703;;0;27.08
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28707;;0;17.58
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28713;;0;148.27
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;28724;;0;4.57
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;49560;;0;25.69
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-07;49564;;0;6.20
76;AVENIDA DE LOS TOREROS;AURGI;MADRID;2026-08-07;28732;;0;103.23
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;34984;;0;47.71
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;35009;;0;64.11
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;35046;;0;20.28
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;35067;;0;18.84
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;35076;;0;4.72
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;35092;;0;23.55
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-07;35111;;0;27.72
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-07;72128;;0;24.05
78;OLIAS DEL REY;AURGI;OLÍAS DEL REY;2026-08-07;72348;;0;14.01
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-07;34248;;0;6.46
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-07;34672;;0;22.24
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-07;35504;;0;34.58
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-07;35508;;0;109.03
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28247;;0;24.38
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28248;;0;34.87
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28249;;0;7.53
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28286;;0;8.13
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28305;;0;18.79
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28308;;0;57.70
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28311;;0;5.49
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28318;;0;7.53
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28321;;0;10.20
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28327;;0;6.12
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28330;;0;8.06
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28332;;0;8.03
89;LA VAGUADA;AURGI;MADRID;2026-08-07;28333;;0;26.27
89;LA VAGUADA;AURGI;MADRID;2026-08-07;58819;;0;32.61
172;GOYA;MOTORTOWN;MADRID;2026-08-08;18721;;0;27.95
172;GOYA;MOTORTOWN;MADRID;2026-08-08;49608;;0;28.88
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-08;58838;;0;4.72
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-08;58847;;0;35.79
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-08;58850;;0;6.56
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-08;49605;;0;39.22
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-08;49620;;0;17.94
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-08;28750;;0;5.15
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-08;28751;;0;29.27
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-08;28752;;0;10.72
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-08;49617;;0;10.96
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-08;42774;;0;5.57
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-08;42778;;0;5.81
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-08;42779;;0;187.53
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-08;42780;;0;43.16
204;SAN JOSE DE VALDERAS;MOTORTOWN;ALCORCON;2026-08-08;42782;;0;5.03
21;LEGANES;AURGI;LEGANES;2026-08-08;22056;;0;31.38
21;LEGANES;AURGI;LEGANES;2026-08-08;22066;;0;16.89
21;LEGANES;AURGI;LEGANES;2026-08-08;22072;;0;30.44
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-08;23092;;0;29.22
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-08;23093;;0;5.81
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-08;23094;;0;61.01
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-08;71540;;0;30.19
213;EL BERCIAL;MOTORTOWN;GETAFE;2026-08-08;22071;;0;30.67
24;PINTO;AURGI;PINTO;2026-08-08;29172;;0;87.48
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-08;71515;;0;34.30
25;LAS ROZAS;AURGI;LAS ROZAS;2026-08-08;71538;;0;43.71
40;VALLECAS;AURGI;MADRID;2026-08-08;30733;;0;31.58
40;VALLECAS;AURGI;MADRID;2026-08-08;30734;;0;32.26
40;VALLECAS;AURGI;MADRID;2026-08-08;30737;;0;8.41
40;VALLECAS;AURGI;MADRID;2026-08-08;30738;;0;8.89
40;VALLECAS;AURGI;MADRID;2026-08-08;30739;;0;59.79
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-08;23375;;0;22.13
45;ANTONIO LOPEZ;AURGI;MADRID;2026-08-08;23380;;0;18.61
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57445;;0;113.51
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57446;;0;264.47
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57475;;0;40.44
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57488;;0;14.92
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57489;;0;191.97
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57493;;0;14.10
54;VILLALBA;AURGI;COLLADO VILLALBA;2026-08-08;57495;;0;67.55
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49590;;0;7.05
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49598;;0;31.77
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49609;;0;31.12
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49610;;0;7.05
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49611;;0;47.92
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49613;;0;-31.12
56;ALCALA DE HENARES;AURGI;ALCALA DE HENARES;2026-08-08;49619;;0;13.89
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-08;58828;;0;7.05
57;ALCOBENDAS;AURGI;ALCOBENDAS;2026-08-08;58834;;0;9.38
58;MOSTOLES;AURGI;MOSTOLES;2026-08-08;37599;;0;1.72
58;MOSTOLES;AURGI;MOSTOLES;2026-08-08;37614;;0;16.12
58;MOSTOLES;AURGI;MOSTOLES;2026-08-08;37622;;0;1.52
59;VALDEMORO;AURGI;VALDEMORO;2026-08-08;29170;;0;67.18
59;VALDEMORO;AURGI;VALDEMORO;2026-08-08;29171;;0;21.96
61;ALCORCON;AURGI;ALCORCON;2026-08-08;42762;;0;10.89
61;ALCORCON;AURGI;ALCORCON;2026-08-08;42764;;0;29.05
61;ALCORCON;AURGI;ALCORCON;2026-08-08;42775;;0;11.43
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-08;49600;;0;14.86
75;EMILIO MUÑOZ;AURGI;MADRID;2026-08-08;49603;;0;48.22
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-08;35125;;0;67.54
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-08;35130;;0;10.51
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-08;35131;;0;20.45
77;ARGANDA DEL REY;AURGI;ARGANDA DEL REY;2026-08-08;35132;;0;-184.71
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-08;35529;;0;8.91
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-08;35533;;0;6.07
79;MARQUES DE VADILLO;AURGI;MADRID;2026-08-08;35535;;0;7.15
89;LA VAGUADA;AURGI;MADRID;2026-08-08;28339;;0;9.62
89;LA VAGUADA;AURGI;MADRID;2026-08-08;58857;;0;15.97
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-09;58869;;0;68.61
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-09;28753;;0;19.65
210;POZUELO DE ALARCÓN;MOTORTOWN;POZUELO DE ALARCÓN;2026-08-09;23095;;0;23.76
154;ALUCHE;AURGI;MADRID;2026-08-10;35590;;0;32.26
154;ALUCHE;AURGI;MADRID;2026-08-10;35607;;0;26.06
154;ALUCHE;AURGI;MADRID;2026-08-10;35636;;0;29.02
154;ALUCHE;AURGI;MADRID;2026-08-10;35667;;0;13.58
154;ALUCHE;AURGI;MADRID;2026-08-10;35675;;0;23.10
172;GOYA;MOTORTOWN;MADRID;2026-08-10;28767;;0;-5.19
172;GOYA;MOTORTOWN;MADRID;2026-08-10;28775;;0;90.88
172;GOYA;MOTORTOWN;MADRID;2026-08-10;28823;;0;27.02
172;GOYA;MOTORTOWN;MADRID;2026-08-10;28884;;0;31.57
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-10;28363;;0;33.55
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-10;28386;;0;68.27
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-10;28393;;0;22.74
174;CASTELLANA;MOTORTOWN;MADRID;2026-08-10;28403;;0;37.87
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;58918;;0;30.32
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;58922;;0;4.72
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;58928;;0;13.42
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;59004;;0;23.47
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;59018;;0;34.29
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;59115;;0;39.92
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;59120;;0;16.41
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;59137;;0;87.17
190;SANCHINARRO;MOTORTOWN;MADRID;2026-08-10;59140;;0;6.58
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49662;;0;5.83
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49674;;0;37.12
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49677;;0;20.34
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49687;;0;39.30
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49688;;0;25.51
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49695;;0;76.27
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49713;;0;18.74
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49721;;0;10.13
199;ALCALA DE HENARES;MOTORTOWN;ALCALA DE HENARES;2026-08-10;49820;;0;5.15
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-10;28784;;0;148.31
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-10;28814;;0;63.44
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-10;28826;;0;21.37
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-10;28844;;0;22.13
202;CAMPO DE LAS NACIONES;MOTORTOWN;MADRID;2026-08-10;28847;;0;6.52
